skey,sfrnd_code,person_prmisn_no,svc_id,data_updt_se,data_updt_de,svc_id_nm,bplc_nm,lnm_zip,lnm_adres,rn_zip,rdnmadr,person_prmisn_de,clsbiz_de,sss_begin_de,sss_end_de,rf_opbiz_de,engl_sttus,detail_engl_sttus,xcnts,ydnts,last_updt_de,bizcnd_se_nm,telno,buld_prpos_nm,prfplc_stle_se_nm,lefacy_fame_induty_nm,sngrum_sil_co,cltur_bsnm_se_nm,cltur_phstrn_induty_nm,sdfcl_at,video_reviv_nm,emgnc_stairs_at,ency_at,ffcns_at,fclty_at,sond_fclty_at,atmc_ventl_at,provd_gfts_nm,mnfct_trtmnt_prdlst_cn,lght_fclty_ennc,lght_fclty,cfr_envrn_nm,area_se_nm,vndgrnd_floor_co,yngbgs_sil_co,yngbgs_sil_at,tot_game_co,tot_floot_co,frst_regist_pnttm,passway_bt,spcl_lght_at,cvntl_at,actlnm
367,3010000,CDFF5211012018000013,03_13_05_P,I,2018-11-21  2:36:27 AM,영화제작업,(주)캠프엔터테인먼트,,서울특별시 중구 신당동 355-4번지 110 빌딩,4598,"서울특별시 중구 동호로 195-15, 2층 (신당동)",20180917,-,-,-,-,영업/정상,영업중,200765.5407,450304.5647,20181119105030,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20180917,,-,-
368,3130000,CDFF5211012018000056,03_13_05_P,U,2019-09-26  2:40:00 AM,영화제작업,(주)비에스컴퍼니,,서울특별시 마포구 서교동 468-17번지 잇다빌딩,4003,"서울특별시 마포구 잔다리로 105, 잇다빌딩 4층 (서교동)",20170830,-,-,-,-,영업/정상,영업중,192362.5619,450458.3232,20190924102309,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20170830,,-,-
369,3130000,CDFF5211012018000057,03_13_05_P,I,2018-11-23  2:36:13 AM,영화제작업,주식회사 디티제이컴퍼니,지번우편번호,서울특별시 마포구 성산동 199-3번지,3939,"서울특별시 마포구 모래내로 29, 202호 (성산동)",20181121,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,191660.9936,451398.6613,20181121114235,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181121,통로너비,특,편
370,6510000,CDFF5211042018000002,03_13_03_P,I,2018-11-24  2:36:51 AM,영화상영업,제주 자동차 극장,지번우편번호,제주특별자치도 제주시 이호이동 257번지,63108,제주특별자치도 제주시 도공로 136 (이호이동),20181122,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,150408.0257,40.61627294,20181122135410,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화상영업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181122,통로너비,특,편
371,3110000,CDFF5211012018000008,03_13_05_P,I,2018-11-24  2:36:52 AM,영화제작업,영화사 멧,,서울특별시 은평구 진관동 9991-1번지 602호,3304,"서울특별시 은평구 북한산로 216, 602호 (진관동)",20181122,-,-,-,-,영업/정상,영업중,1,1,20181122085621,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181122,,-,-
372,3780000,CDFF5211012018000009,03_13_05_P,I,2018-11-24  2:36:52 AM,영화제작업,주식회사 미디어길 로즈필름,,경기도 성남시 분당구 정자동 16-1번지 AK와이즈플레이스 비동 1511호,13557,"경기도 성남시 분당구 느티로 2, AK와이즈플레이스 비동 1511호 (정자동)",20181122,-,-,-,-,영업/정상,영업중,209223.2997,429559.4324,20181122133823,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181122,,-,-
373,4090000,CDFF5211012018000005,03_13_05_P,I,2018-11-24  2:36:52 AM,영화제작업,주식회사 레벨업픽쳐스,,경기도 김포시 장기동 2031번지 e편한세상 캐널시티,10090,"경기도 김포시 김포한강2로 41, 508동 204호 (장기동, e편한세상 캐널시티)",20181122,-,-,-,-,영업/정상,영업중,171471.605,459839.8397,20181122155419,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181122,,-,-
374,4220000,CDFF5211042018000001,03_13_03_P,I,2018-11-24  2:36:51 AM,영화상영업,태백시청,,강원도 태백시 황지동 244-3번지 태백시청,26023,"강원도 태백시 태붐로 21, 태백시청 (황지동)",20181122,-,-,-,-,영업/정상,영업중,376345.1018,408722.4217,20181122111330,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181122,,-,-
375,6510000,CDFF4220002018000006,03_13_02_P,I,2018-11-24  2:36:51 AM,영화상영관,제주 자동차 극장,,제주특별자치도 제주시 이호이동 257번지,63108,제주특별자치도 제주시 도공로 136 (이호이동),20181122,-,-,-,-,영업/정상,영업중,150408.0257,40.61627294,20181122171823,-,-,기타,자동차극장,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,관리지역,-,-,-,-,2,20181122,,-,-
376,5710000,CDFF5211042018000001,03_13_03_P,I,2018-11-24  2:36:51 AM,영화상영업,상진개발 주식회사,,충청북도 청주시 서원구 사창동 488번지,28643,충청북도 청주시 서원구 1순환로 682 (사창동),20181122,-,-,-,-,영업/정상,영업중,241110.6778,348029.6701,20181122084216,-,043-271-3201,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181122,,-,-
377,3720000,CDFF4220002018000007,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제7관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
378,3720000,CDFF4220002018000006,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제6관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
379,3720000,CDFF4220002018000005,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산지장 제5관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123210319,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
380,3720000,CDFF4220002018000004,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제4관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205856,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
381,3720000,CDFF4220002018000003,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제3관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205439,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
382,3720000,CDFF4220002018000001,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제1관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123175045,-,-,근린생활시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
383,3720000,CDFF4220002018000002,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제2관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123180651,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
384,3230000,CDFF5211012018000012,03_13_05_P,I,2018-11-25  2:36:47 AM,영화제작업,주식회사 트리플제이미디어,,서울특별시 송파구 풍납동 407-8번지 풍납빌딩,5531,"서울특별시 송파구 토성로19길 7, 풍납빌딩 2층 (풍납동)",20141121,-,-,-,-,영업/정상,영업중,210353.9028,447453.6251,20181123140639,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20141121,,-,-
385,3720000,CDFF4220002018000007,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제7관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
386,3720000,CDFF4220002018000006,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제6관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
387,3720000,CDFF4220002018000005,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산지장 제5관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123210319,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
388,3720000,CDFF4220002018000004,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제4관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205856,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
389,3720000,CDFF4220002018000003,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제3관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205439,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
390,3720000,CDFF4220002018000001,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제1관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123175045,-,-,근린생활시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
391,3720000,CDFF4220002018000002,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제2관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123180651,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
392,3230000,CDFF5211012018000012,03_13_05_P,I,2018-11-25  2:36:47 AM,영화제작업,주식회사 트리플제이미디어,,서울특별시 송파구 풍납동 407-8번지 풍납빌딩,5531,"서울특별시 송파구 토성로19길 7, 풍납빌딩 2층 (풍납동)",20141121,-,-,-,-,영업/정상,영업중,210353.9028,447453.6251,20181123140639,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20141121,,-,-
393,3720000,CDFF4220002018000007,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제7관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
394,3720000,CDFF4220002018000006,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 울산진장 제6관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20190418131529,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
395,3720000,CDFF4220002018000005,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산지장 제5관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123210319,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
396,3720000,CDFF4220002018000004,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제4관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205856,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
397,3720000,CDFF4220002018000003,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제3관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123205439,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
398,3220000,CDFF5211012018000083,03_13_05_P,U,2019-06-26  2:40:00 AM,영화제작업,주식회사 갤럭시컴퍼니,,서울특별시 강남구 역삼동 790-20번지,6248,"서울특별시 강남구 역삼로20길 9, 금천빌딩 302호 (역삼동)",20181123,-,-,-,-,영업/정상,영업중,203260.5958,443611.7921,20190624201816,-,02-511-8012,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181123,,-,-
399,3720000,CDFF4220002018000002,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제2관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123180651,-,-,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
400,3720000,CDFF4220002018000001,03_13_02_P,I,2018-11-25  2:36:47 AM,영화상영관,CGV 울산진장 제1관,,울산광역시 북구 진장동 120-9번지 CGV,44249,"울산광역시 북구 진장유통로 51-10, CGV (진장동)",20181123,-,-,-,-,영업/정상,영업중,413436.3456,233285.5603,20181123175045,-,-,근린생활시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,3,상업지역,1,-,-,-,3,20181123,,-,-
401,3230000,CDFF5211012018000012,03_13_05_P,I,2018-11-25  2:36:47 AM,영화제작업,주식회사 트리플제이미디어,,서울특별시 송파구 풍납동 407-8번지 풍납빌딩,5531,"서울특별시 송파구 토성로19길 7, 풍납빌딩 2층 (풍납동)",20141121,-,-,-,-,영업/정상,영업중,210353.9028,447453.6251,20181123140639,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20141121,,-,-
402,3180000,CDFF5211012018000017,03_13_05_P,I,2018-11-28  2:20:01 AM,영화제작업,씨네21 주식회사,지번우편번호,서울특별시 영등포구 당산동4가 80번지 당산 SK V1 center 이동 1102호,7217,"서울특별시 영등포구 당산로41길 11, 당산 SK V1 center 이동 1102호 (당산동4가)",20181126,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,190941.0544,447628.8621,20181126183142,업태구분명,02-6377-0511,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181126,통로너비,특,편
403,3560000,CDFF5211012018000003,03_13_05_P,I,2018-11-28  2:20:01 AM,영화제작업,영화사 진,,인천광역시 서구 원당동 823-1번지 엘지원당자이아파트,22647,"인천광역시 서구 원당대로839번길 34, 705동 1706호 (원당동, 엘지원당자이아파트)",20181126,-,-,-,-,영업/정상,영업중,173036.6625,454865.2396,20181126133131,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181126,,-,-
404,3000000,CDFF5211012018000019,03_13_05_P,U,2018-11-30  2:40:00 AM,영화제작업,주식회사 하이브미디어코프,,서울특별시 종로구 중학동 19번지 더케이트윈타워,3142,"서울특별시 종로구 종로1길 50, 더케이트윈타워 B동 2층 (중학동)",20160520,-,-,-,-,영업/정상,영업중,198101.5933,452496.3621,20181128085231,-,02-6956-1670,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20160520,,-,-
405,3970000,CDFF5211032018000001,03_13_01_P,I,2018-11-29  2:20:02 AM,영화배급업,피아이씨 필름,지번우편번호,경기도 과천시 과천동 489-4번지,13813,경기도 과천시 양지마을4로 44-12 (과천동),20181127,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,199337.0835,439010.7274,20181127130755,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화배급업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181127,통로너비,특,편
